エネルギー変換,enerugihenkan_a1.jpg,#,enerugihenkan_b1.mp3
エネルギー変換,enerugihenkan_a2.jpg,#,enerugihenkan_b2.mp3
エネルギー変換,enerugihenkan_a3.jpg,#,enerugihenkan_b3.mp3
,,,
ミシン,misin_a1.jpg,#,misin_b1.mp3
裁縫道具,saihoudougu_a1.jpg,#,saihoudougu_b1.mp3
裁縫道具,saihoudougu_a2.jpg,#,saihoudougu_b2.mp3
衣服の製作,ihukuseisaku_a1.jpg,#,ihukuseisaku_b1.mp3
まちばり,machibari_a1.jpg,#,machibari_b1.mp3
,,,
調理,tyouri_hanbagu.jpg,#,tyouri_hanbagu.mp3
調理,tyouri_sake.jpg,#,tyouri_sake.mp3
,,,
,,,
定植後の管理,teisyokuigokanri_a1.jpg,#,teisyokuigokanri_b1.mp3
定植後の管理,teisyokuigokanri_a2.jpg,#,teisyokuigokanri_b2.mp3
定植後の管理,teisyokuigokanri_a3.jpg,#,teisyokuigokanri_b3.mp3
,,,
電池,denchi_a1.jpg,#,denchi_b1.mp3
